ordinal,_key,_id,node_type,node_family,perspective,table_name,column_name,column_slot,concept_name,concept_type,domain,synonyms,tags,computation_template,binding_key,concept_anchor,logic_type,predicate,unique_id,description,column_type,notnull,default_value,primary_key,foreign_key
129,labor_ticket:total_hours:structural:system:none:none,manufacturing_graph_node/labor_ticket:total_hours:structural:system:none:none,column,structural,system,labor_ticket,total_hours,,,,,,,,,,,none,none,,REAL,1,,0,0
130,labor_ticket:labor_cost:structural:system:none:none,manufacturing_graph_node/labor_ticket:labor_cost:structural:system:none:none,column,structural,system,labor_ticket,labor_cost,,,,,,,,,,,none,none,,REAL,1,,0,0
131,labor_ticket:burden_cost:structural:system:none:none,manufacturing_graph_node/labor_ticket:burden_cost:structural:system:none:none,column,structural,system,labor_ticket,burden_cost,,,,,,,,,,,none,none,,REAL,1,,0,0
132,labor_ticket:created_at:structural:system:none:none,manufacturing_graph_node/labor_ticket:created_at:structural:system:none:none,column,structural,system,labor_ticket,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
133,material_issue:issue_id:structural:system:none:none,manufacturing_graph_node/material_issue:issue_id:structural:system:none:none,column,structural,system,material_issue,issue_id,,,,,,,,,,,none,none,,INTEGER,0,,1,0
134,material_issue:wo_id:structural:system:none:none,manufacturing_graph_node/material_issue:wo_id:structural:system:none:none,column,structural,system,material_issue,wo_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
135,material_issue:part_id:structural:system:none:none,manufacturing_graph_node/material_issue:part_id:structural:system:none:none,column,structural,system,material_issue,part_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
136,material_issue:part_description:structural:system:none:none,manufacturing_graph_node/material_issue:part_description:structural:system:none:none,column,structural,system,material_issue,part_description,,,,,,,,,,,none,none,,TEXT,1,,0,0
137,material_issue:quantity:structural:system:none:none,manufacturing_graph_node/material_issue:quantity:structural:system:none:none,column,structural,system,material_issue,quantity,,,,,,,,,,,none,none,,REAL,1,,0,0
138,material_issue:unit_cost:structural:system:none:none,manufacturing_graph_node/material_issue:unit_cost:structural:system:none:none,column,structural,system,material_issue,unit_cost,,,,,,,,,,,none,none,,REAL,1,,0,0
139,material_issue:total_cost:structural:system:none:none,manufacturing_graph_node/material_issue:total_cost:structural:system:none:none,column,structural,system,material_issue,total_cost,,,,,,,,,,,none,none,,REAL,1,,0,0
140,material_issue:issue_date:structural:system:none:none,manufacturing_graph_node/material_issue:issue_date:structural:system:none:none,column,structural,system,material_issue,issue_date,,,,,,,,,,,none,none,,DATE,1,,0,0
141,material_issue:issued_by:structural:system:none:none,manufacturing_graph_node/material_issue:issued_by:structural:system:none:none,column,structural,system,material_issue,issued_by,,,,,,,,,,,none,none,,TEXT,1,,0,0
142,material_issue:created_at:structural:system:none:none,manufacturing_graph_node/material_issue:created_at:structural:system:none:none,column,structural,system,material_issue,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
143,operation:rowid_pk:structural:system:none:none,manufacturing_graph_node/operation:rowid_pk:structural:system:none:none,column,structural,system,operation,rowid_pk,,,,,,,,,,,none,none,,INTEGER,0,,1,0
144,operation:wo_id:structural:system:none:none,manufacturing_graph_node/operation:wo_id:structural:system:none:none,column,structural,system,operation,wo_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
145,operation:workorder_type:structural:system:none:none,manufacturing_graph_node/operation:workorder_type:structural:system:none:none,column,structural,system,operation,workorder_type,,,,,,,,,,,none,none,,TEXT,1,,0,0
146,operation:sequence_no:structural:system:none:none,manufacturing_graph_node/operation:sequence_no:structural:system:none:none,column,structural,system,operation,sequence_no,,,,,,,,,,,none,none,,INTEGER,1,,0,0
147,operation:resource_id:structural:system:none:none,manufacturing_graph_node/operation:resource_id:structural:system:none:none,column,structural,system,operation,resource_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
148,operation:service_id:structural:system:none:none,manufacturing_graph_node/operation:service_id:structural:system:none:none,column,structural,system,operation,service_id,,,,,,,,,,,none,none,,TEXT,0,,0,1
149,operation:vendor_id:structural:system:none:none,manufacturing_graph_node/operation:vendor_id:structural:system:none:none,column,structural,system,operation,vendor_id,,,,,,,,,,,none,none,,TEXT,0,,0,1
150,operation:run_type:structural:system:none:none,manufacturing_graph_node/operation:run_type:structural:system:none:none,column,structural,system,operation,run_type,,,,,,,,,,,none,none,,TEXT,0,'HR',0,0
151,operation:setup_hrs:structural:system:none:none,manufacturing_graph_node/operation:setup_hrs:structural:system:none:none,column,structural,system,operation,setup_hrs,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
152,operation:run_hrs:structural:system:none:none,manufacturing_graph_node/operation:run_hrs:structural:system:none:none,column,structural,system,operation,run_hrs,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
153,operation:act_setup_hrs:structural:system:none:none,manufacturing_graph_node/operation:act_setup_hrs:structural:system:none:none,column,structural,system,operation,act_setup_hrs,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
154,operation:act_run_hrs:structural:system:none:none,manufacturing_graph_node/operation:act_run_hrs:structural:system:none:none,column,structural,system,operation,act_run_hrs,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
155,operation:est_atl_lab_cost:structural:system:none:none,manufacturing_graph_node/operation:est_atl_lab_cost:structural:system:none:none,column,structural,system,operation,est_atl_lab_cost,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
156,operation:est_atl_bur_cost:structural:system:none:none,manufacturing_graph_node/operation:est_atl_bur_cost:structural:system:none:none,column,structural,system,operation,est_atl_bur_cost,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
157,operation:est_atl_ser_cost:structural:system:none:none,manufacturing_graph_node/operation:est_atl_ser_cost:structural:system:none:none,column,structural,system,operation,est_atl_ser_cost,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
158,operation:act_atl_lab_cost:structural:system:none:none,manufacturing_graph_node/operation:act_atl_lab_cost:structural:system:none:none,column,structural,system,operation,act_atl_lab_cost,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
159,operation:act_atl_bur_cost:structural:system:none:none,manufacturing_graph_node/operation:act_atl_bur_cost:structural:system:none:none,column,structural,system,operation,act_atl_bur_cost,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
160,operation:act_atl_ser_cost:structural:system:none:none,manufacturing_graph_node/operation:act_atl_ser_cost:structural:system:none:none,column,structural,system,operation,act_atl_ser_cost,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
161,operation:status:structural:system:none:none,manufacturing_graph_node/operation:status:structural:system:none:none,column,structural,system,operation,status,,,,,,,,,,,none,none,,TEXT,0,'Q',0,0
162,operation:sched_start_date:structural:system:none:none,manufacturing_graph_node/operation:sched_start_date:structural:system:none:none,column,structural,system,operation,sched_start_date,,,,,,,,,,,none,none,,DATETIME,0,,0,0
163,operation:sched_finish_date:structural:system:none:none,manufacturing_graph_node/operation:sched_finish_date:structural:system:none:none,column,structural,system,operation,sched_finish_date,,,,,,,,,,,none,none,,DATETIME,0,,0,0
164,operation:service_begin_date:structural:system:none:none,manufacturing_graph_node/operation:service_begin_date:structural:system:none:none,column,structural,system,operation,service_begin_date,,,,,,,,,,,none,none,,DATETIME,0,,0,0
165,operation:close_date:structural:system:none:none,manufacturing_graph_node/operation:close_date:structural:system:none:none,column,structural,system,operation,close_date,,,,,,,,,,,none,none,,DATETIME,0,,0,0
166,operation:last_disp_date:structural:system:none:none,manufacturing_graph_node/operation:last_disp_date:structural:system:none:none,column,structural,system,operation,last_disp_date,,,,,,,,,,,none,none,,DATETIME,0,,0,0
167,operation:last_recv_date:structural:system:none:none,manufacturing_graph_node/operation:last_recv_date:structural:system:none:none,column,structural,system,operation,last_recv_date,,,,,,,,,,,none,none,,DATETIME,0,,0,0
168,operation:operation_type_id:structural:system:none:none,manufacturing_graph_node/operation:operation_type_id:structural:system:none:none,column,structural,system,operation,operation_type_id,,,,,,,,,,,none,none,,TEXT,0,,0,0
169,part:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,column,structural,system,part,part_id,,,,,,,,,,,none,none,,TEXT,0,,1,0
170,part:part_description:structural:system:none:none,manufacturing_graph_node/part:part_description:structural:system:none:none,column,structural,system,part,part_description,,,,,,,,,,,none,none,,TEXT,1,,0,0
171,part:part_class:structural:system:none:none,manufacturing_graph_node/part:part_class:structural:system:none:none,column,structural,system,part,part_class,,,,,,,,,,,none,none,,TEXT,1,,0,0
172,part:unit_of_measure:structural:system:none:none,manufacturing_graph_node/part:unit_of_measure:structural:system:none:none,column,structural,system,part,unit_of_measure,,,,,,,,,,,none,none,,TEXT,1,'EA',0,0
173,part:unit_cost:structural:system:none:none,manufacturing_graph_node/part:unit_cost:structural:system:none:none,column,structural,system,part,unit_cost,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
174,part:lead_time_days:structural:system:none:none,manufacturing_graph_node/part:lead_time_days:structural:system:none:none,column,structural,system,part,lead_time_days,,,,,,,,,,,none,none,,INTEGER,0,0,0,0
175,part:reorder_point:structural:system:none:none,manufacturing_graph_node/part:reorder_point:structural:system:none:none,column,structural,system,part,reorder_point,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
176,part:on_hand_qty:structural:system:none:none,manufacturing_graph_node/part:on_hand_qty:structural:system:none:none,column,structural,system,part,on_hand_qty,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
177,part:revision:structural:system:none:none,manufacturing_graph_node/part:revision:structural:system:none:none,column,structural,system,part,revision,,,,,,,,,,,none,none,,TEXT,0,'A',0,0
178,part:cage_code:structural:system:none:none,manufacturing_graph_node/part:cage_code:structural:system:none:none,column,structural,system,part,cage_code,,,,,,,,,,,none,none,,TEXT,0,,0,0
179,part:drawing_number:structural:system:none:none,manufacturing_graph_node/part:drawing_number:structural:system:none:none,column,structural,system,part,drawing_number,,,,,,,,,,,none,none,,TEXT,0,,0,0
180,part:material_spec:structural:system:none:none,manufacturing_graph_node/part:material_spec:structural:system:none:none,column,structural,system,part,material_spec,,,,,,,,,,,none,none,,TEXT,0,,0,0
181,part:planner_code:structural:system:none:none,manufacturing_graph_node/part:planner_code:structural:system:none:none,column,structural,system,part,planner_code,,,,,,,,,,,none,none,,TEXT,0,'ENGINEERING',0,0
182,part:buyer_code:structural:system:none:none,manufacturing_graph_node/part:buyer_code:structural:system:none:none,column,structural,system,part,buyer_code,,,,,,,,,,,none,none,,TEXT,0,,0,0
183,part:active:structural:system:none:none,manufacturing_graph_node/part:active:structural:system:none:none,column,structural,system,part,active,,,,,,,,,,,none,none,,INTEGER,0,1,0,0
184,part:created_at:structural:system:none:none,manufacturing_graph_node/part:created_at:structural:system:none:none,column,structural,system,part,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
185,part:commodity_code:structural:system:none:none,manufacturing_graph_node/part:commodity_code:structural:system:none:none,column,structural,system,part,commodity_code,,,,,,,,,,,none,none,,TEXT,0,,0,0
186,part:safety_stock:structural:system:none:none,manufacturing_graph_node/part:safety_stock:structural:system:none:none,column,structural,system,part,safety_stock,,,,,,,,,,,none,none,,REAL,0,1,0,0
187,part_location:part_location_id:structural:system:none:none,manufacturing_graph_node/part_location:part_location_id:structural:system:none:none,column,structural,system,part_location,part_location_id,,,,,,,,,,,none,none,,INTEGER,0,,1,0
188,part_location:part_id:structural:system:none:none,manufacturing_graph_node/part_location:part_id:structural:system:none:none,column,structural,system,part_location,part_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
189,part_location:warehouse_id:structural:system:none:none,manufacturing_graph_node/part_location:warehouse_id:structural:system:none:none,column,structural,system,part_location,warehouse_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
190,part_location:location_id:structural:system:none:none,manufacturing_graph_node/part_location:location_id:structural:system:none:none,column,structural,system,part_location,location_id,,,,,,,,,,,none,none,,TEXT,1,'STORES',0,0
191,part_location:description:structural:system:none:none,manufacturing_graph_node/part_location:description:structural:system:none:none,column,structural,system,part_location,description,,,,,,,,,,,none,none,,TEXT,0,,0,0
192,part_location:qty:structural:system:none:none,manufacturing_graph_node/part_location:qty:structural:system:none:none,column,structural,system,part_location,qty,,,,,,,,,,,none,none,,REAL,1,0,0,0
193,part_location:committed_qty:structural:system:none:none,manufacturing_graph_node/part_location:committed_qty:structural:system:none:none,column,structural,system,part_location,committed_qty,,,,,,,,,,,none,none,,REAL,1,0,0,0
194,part_location:status:structural:system:none:none,manufacturing_graph_node/part_location:status:structural:system:none:none,column,structural,system,part_location,status,,,,,,,,,,,none,none,,TEXT,1,'A',0,0
195,part_location:last_count_date:structural:system:none:none,manufacturing_graph_node/part_location:last_count_date:structural:system:none:none,column,structural,system,part_location,last_count_date,,,,,,,,,,,none,none,,DATE,0,,0,0
196,part_location:created_at:structural:system:none:none,manufacturing_graph_node/part_location:created_at:structural:system:none:none,column,structural,system,part_location,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
197,payable_line:payable_line_id:structural:system:none:none,manufacturing_graph_node/payable_line:payable_line_id:structural:system:none:none,column,structural,system,payable_line,payable_line_id,,,,,,,,,,,none,none,,INTEGER,0,,1,0
198,payable_line:invoice_id:structural:system:none:none,manufacturing_graph_node/payable_line:invoice_id:structural:system:none:none,column,structural,system,payable_line,invoice_id,,,,,,,,,,,none,none,,INTEGER,1,,0,1
199,payable_line:line_no:structural:system:none:none,manufacturing_graph_node/payable_line:line_no:structural:system:none:none,column,structural,system,payable_line,line_no,,,,,,,,,,,none,none,,INTEGER,1,,0,0
200,payable_line:po_id:structural:system:none:none,manufacturing_graph_node/payable_line:po_id:structural:system:none:none,column,structural,system,payable_line,po_id,,,,,,,,,,,none,none,,TEXT,0,,0,1
201,payable_line:part_id:structural:system:none:none,manufacturing_graph_node/payable_line:part_id:structural:system:none:none,column,structural,system,payable_line,part_id,,,,,,,,,,,none,none,,TEXT,0,,0,1
202,payable_line:qty:structural:system:none:none,manufacturing_graph_node/payable_line:qty:structural:system:none:none,column,structural,system,payable_line,qty,,,,,,,,,,,none,none,,REAL,0,,0,0
203,payable_line:amount:structural:system:none:none,manufacturing_graph_node/payable_line:amount:structural:system:none:none,column,structural,system,payable_line,amount,,,,,,,,,,,none,none,,REAL,1,,0,0
204,payable_line:created_at:structural:system:none:none,manufacturing_graph_node/payable_line:created_at:structural:system:none:none,column,structural,system,payable_line,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
205,payable_line:po_line_id:structural:system:none:none,manufacturing_graph_node/payable_line:po_line_id:structural:system:none:none,column,structural,system,payable_line,po_line_id,,,,,,,,,,,none,none,,INTEGER,0,,0,1
206,payable_line:receipt_line_id:structural:system:none:none,manufacturing_graph_node/payable_line:receipt_line_id:structural:system:none:none,column,structural,system,payable_line,receipt_line_id,,,,,,,,,,,none,none,,INTEGER,0,,0,1
207,payables:invoice_id:structural:system:none:none,manufacturing_graph_node/payables:invoice_id:structural:system:none:none,column,structural,system,payables,invoice_id,,,,,,,,,,,none,none,,INTEGER,0,,1,0
208,payables:po_id:structural:system:none:none,manufacturing_graph_node/payables:po_id:structural:system:none:none,column,structural,system,payables,po_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
209,payables:supplier_id:structural:system:none:none,manufacturing_graph_node/payables:supplier_id:structural:system:none:none,column,structural,system,payables,supplier_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
210,payables:invoice_number:structural:system:none:none,manufacturing_graph_node/payables:invoice_number:structural:system:none:none,column,structural,system,payables,invoice_number,,,,,,,,,,,none,none,,TEXT,1,,0,0
211,payables:invoice_date:structural:system:none:none,manufacturing_graph_node/payables:invoice_date:structural:system:none:none,column,structural,system,payables,invoice_date,,,,,,,,,,,none,none,,DATE,1,,0,0
212,payables:due_date:structural:system:none:none,manufacturing_graph_node/payables:due_date:structural:system:none:none,column,structural,system,payables,due_date,,,,,,,,,,,none,none,,DATE,1,,0,0
213,payables:amount_dollars:structural:system:none:none,manufacturing_graph_node/payables:amount_dollars:structural:system:none:none,column,structural,system,payables,amount_dollars,,,,,,,,,,,none,none,,REAL,1,,0,0
214,payables:status:structural:system:none:none,manufacturing_graph_node/payables:status:structural:system:none:none,column,structural,system,payables,status,,,,,,,,,,,none,none,,TEXT,1,'Open',0,0
215,payables:payment_date:structural:system:none:none,manufacturing_graph_node/payables:payment_date:structural:system:none:none,column,structural,system,payables,payment_date,,,,,,,,,,,none,none,,DATE,0,,0,0
216,payables:three_way_match_status:structural:system:none:none,manufacturing_graph_node/payables:three_way_match_status:structural:system:none:none,column,structural,system,payables,three_way_match_status,,,,,,,,,,,none,none,,TEXT,0,'Pending',0,0
217,payables:created_at:structural:system:none:none,manufacturing_graph_node/payables:created_at:structural:system:none:none,column,structural,system,payables,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
218,po_line:line_id:structural:system:none:none,manufacturing_graph_node/po_line:line_id:structural:system:none:none,column,structural,system,po_line,line_id,,,,,,,,,,,none,none,,INTEGER,0,,1,0
219,po_line:po_id:structural:system:none:none,manufacturing_graph_node/po_line:po_id:structural:system:none:none,column,structural,system,po_line,po_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
220,po_line:part_id:structural:system:none:none,manufacturing_graph_node/po_line:part_id:structural:system:none:none,column,structural,system,po_line,part_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
221,po_line:part_description:structural:system:none:none,manufacturing_graph_node/po_line:part_description:structural:system:none:none,column,structural,system,po_line,part_description,,,,,,,,,,,none,none,,TEXT,1,,0,0
222,po_line:quantity:structural:system:none:none,manufacturing_graph_node/po_line:quantity:structural:system:none:none,column,structural,system,po_line,quantity,,,,,,,,,,,none,none,,REAL,1,,0,0
223,po_line:unit_cost:structural:system:none:none,manufacturing_graph_node/po_line:unit_cost:structural:system:none:none,column,structural,system,po_line,unit_cost,,,,,,,,,,,none,none,,REAL,1,,0,0
224,po_line:line_total:structural:system:none:none,manufacturing_graph_node/po_line:line_total:structural:system:none:none,column,structural,system,po_line,line_total,,,,,,,,,,,none,none,,REAL,1,,0,0
225,po_line:created_at:structural:system:none:none,manufacturing_graph_node/po_line:created_at:structural:system:none:none,column,structural,system,po_line,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
226,purchase_order:po_id:structural:system:none:none,manufacturing_graph_node/purchase_order:po_id:structural:system:none:none,column,structural,system,purchase_order,po_id,,,,,,,,,,,none,none,,TEXT,0,,1,1
227,purchase_order:supplier_id:structural:system:none:none,manufacturing_graph_node/purchase_order:supplier_id:structural:system:none:none,column,structural,system,purchase_order,supplier_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
228,purchase_order:po_type:structural:system:none:none,manufacturing_graph_node/purchase_order:po_type:structural:system:none:none,column,structural,system,purchase_order,po_type,,,,,,,,,,,none,none,,TEXT,1,,0,0
229,purchase_order:po_date:structural:system:none:none,manufacturing_graph_node/purchase_order:po_date:structural:system:none:none,column,structural,system,purchase_order,po_date,,,,,,,,,,,none,none,,DATE,1,,0,0
230,purchase_order:required_date:structural:system:none:none,manufacturing_graph_node/purchase_order:required_date:structural:system:none:none,column,structural,system,purchase_order,required_date,,,,,,,,,,,none,none,,DATE,0,,0,0
231,purchase_order:status:structural:system:none:none,manufacturing_graph_node/purchase_order:status:structural:system:none:none,column,structural,system,purchase_order,status,,,,,,,,,,,none,none,,TEXT,1,,0,0
232,purchase_order:total_cost:structural:system:none:none,manufacturing_graph_node/purchase_order:total_cost:structural:system:none:none,column,structural,system,purchase_order,total_cost,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
233,purchase_order:wo_id:structural:system:none:none,manufacturing_graph_node/purchase_order:wo_id:structural:system:none:none,column,structural,system,purchase_order,wo_id,,,,,,,,,,,none,none,,TEXT,0,,0,1
234,purchase_order:service_id:structural:system:none:none,manufacturing_graph_node/purchase_order:service_id:structural:system:none:none,column,structural,system,purchase_order,service_id,,,,,,,,,,,none,none,,TEXT,0,,0,0
235,purchase_order:buyer_id:structural:system:none:none,manufacturing_graph_node/purchase_order:buyer_id:structural:system:none:none,column,structural,system,purchase_order,buyer_id,,,,,,,,,,,none,none,,TEXT,0,'BUYER-1',0,0
236,purchase_order:site_id:structural:system:none:none,manufacturing_graph_node/purchase_order:site_id:structural:system:none:none,column,structural,system,purchase_order,site_id,,,,,,,,,,,none,none,,TEXT,0,'SITE-1',0,0
237,purchase_order:created_at:structural:system:none:none,manufacturing_graph_node/purchase_order:created_at:structural:system:none:none,column,structural,system,purchase_order,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
238,receivable:invoice_id:structural:system:none:none,manufacturing_graph_node/receivable:invoice_id:structural:system:none:none,column,structural,system,receivable,invoice_id,,,,,,,,,,,none,none,,INTEGER,0,,1,0
239,receivable:order_id:structural:system:none:none,manufacturing_graph_node/receivable:order_id:structural:system:none:none,column,structural,system,receivable,order_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
240,receivable:customer_name:structural:system:none:none,manufacturing_graph_node/receivable:customer_name:structural:system:none:none,column,structural,system,receivable,customer_name,,,,,,,,,,,none,none,,TEXT,1,,0,0
241,receivable:invoice_number:structural:system:none:none,manufacturing_graph_node/receivable:invoice_number:structural:system:none:none,column,structural,system,receivable,invoice_number,,,,,,,,,,,none,none,,TEXT,1,,0,0
242,receivable:invoice_date:structural:system:none:none,manufacturing_graph_node/receivable:invoice_date:structural:system:none:none,column,structural,system,receivable,invoice_date,,,,,,,,,,,none,none,,DATE,1,,0,0
243,receivable:due_date:structural:system:none:none,manufacturing_graph_node/receivable:due_date:structural:system:none:none,column,structural,system,receivable,due_date,,,,,,,,,,,none,none,,DATE,1,,0,0
244,receivable:amount_dollars:structural:system:none:none,manufacturing_graph_node/receivable:amount_dollars:structural:system:none:none,column,structural,system,receivable,amount_dollars,,,,,,,,,,,none,none,,REAL,1,,0,0
245,receivable:status:structural:system:none:none,manufacturing_graph_node/receivable:status:structural:system:none:none,column,structural,system,receivable,status,,,,,,,,,,,none,none,,TEXT,1,'Open',0,0
246,receivable:payment_date:structural:system:none:none,manufacturing_graph_node/receivable:payment_date:structural:system:none:none,column,structural,system,receivable,payment_date,,,,,,,,,,,none,none,,DATE,0,,0,0
247,receivable:created_at:structural:system:none:none,manufacturing_graph_node/receivable:created_at:structural:system:none:none,column,structural,system,receivable,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
248,receivable_line:receivable_line_id:structural:system:none:none,manufacturing_graph_node/receivable_line:receivable_line_id:structural:system:none:none,column,structural,system,receivable_line,receivable_line_id,,,,,,,,,,,none,none,,INTEGER,0,,1,0
249,receivable_line:invoice_id:structural:system:none:none,manufacturing_graph_node/receivable_line:invoice_id:structural:system:none:none,column,structural,system,receivable_line,invoice_id,,,,,,,,,,,none,none,,INTEGER,1,,0,1
250,receivable_line:line_no:structural:system:none:none,manufacturing_graph_node/receivable_line:line_no:structural:system:none:none,column,structural,system,receivable_line,line_no,,,,,,,,,,,none,none,,INTEGER,1,,0,0
251,receivable_line:order_id:structural:system:none:none,manufacturing_graph_node/receivable_line:order_id:structural:system:none:none,column,structural,system,receivable_line,order_id,,,,,,,,,,,none,none,,TEXT,0,,0,1
252,receivable_line:part_id:structural:system:none:none,manufacturing_graph_node/receivable_line:part_id:structural:system:none:none,column,structural,system,receivable_line,part_id,,,,,,,,,,,none,none,,TEXT,0,,0,1
253,receivable_line:qty:structural:system:none:none,manufacturing_graph_node/receivable_line:qty:structural:system:none:none,column,structural,system,receivable_line,qty,,,,,,,,,,,none,none,,REAL,0,,0,0
254,receivable_line:amount:structural:system:none:none,manufacturing_graph_node/receivable_line:amount:structural:system:none:none,column,structural,system,receivable_line,amount,,,,,,,,,,,none,none,,REAL,1,,0,0
255,receivable_line:order_line_id:structural:system:none:none,manufacturing_graph_node/receivable_line:order_line_id:structural:system:none:none,column,structural,system,receivable_line,order_line_id,,,,,,,,,,,none,none,,INTEGER,0,,0,1
256,receivable_line:shipment_line_id:structural:system:none:none,manufacturing_graph_node/receivable_line:shipment_line_id:structural:system:none:none,column,structural,system,receivable_line,shipment_line_id,,,,,,,,,,,none,none,,INTEGER,0,,0,0
257,receivable_line:created_at:structural:system:none:none,manufacturing_graph_node/receivable_line:created_at:structural:system:none:none,column,structural,system,receivable_line,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
258,receivable_payment:payment_id:structural:system:none:none,manufacturing_graph_node/receivable_payment:payment_id:structural:system:none:none,column,structural,system,receivable_payment,payment_id,,,,,,,,,,,none,none,,INTEGER,0,,1,0
259,receivable_payment:invoice_id:structural:system:none:none,manufacturing_graph_node/receivable_payment:invoice_id:structural:system:none:none,column,structural,system,receivable_payment,invoice_id,,,,,,,,,,,none,none,,INTEGER,1,,0,1
260,receivable_payment:installment_no:structural:system:none:none,manufacturing_graph_node/receivable_payment:installment_no:structural:system:none:none,column,structural,system,receivable_payment,installment_no,,,,,,,,,,,none,none,,INTEGER,1,,0,0
261,receivable_payment:payment_date:structural:system:none:none,manufacturing_graph_node/receivable_payment:payment_date:structural:system:none:none,column,structural,system,receivable_payment,payment_date,,,,,,,,,,,none,none,,DATE,1,,0,0
262,receivable_payment:amount:structural:system:none:none,manufacturing_graph_node/receivable_payment:amount:structural:system:none:none,column,structural,system,receivable_payment,amount,,,,,,,,,,,none,none,,REAL,1,,0,0
263,receivable_payment:source_event_id:structural:system:none:none,manufacturing_graph_node/receivable_payment:source_event_id:structural:system:none:none,column,structural,system,receivable_payment,source_event_id,,,,,,,,,,,none,none,,INTEGER,0,,0,1
264,receivable_payment:created_at:structural:system:none:none,manufacturing_graph_node/receivable_payment:created_at:structural:system:none:none,column,structural,system,receivable_payment,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
265,receiving:receipt_id:structural:system:none:none,manufacturing_graph_node/receiving:receipt_id:structural:system:none:none,column,structural,system,receiving,receipt_id,,,,,,,,,,,none,none,,INTEGER,0,,1,0
266,receiving:po_id:structural:system:none:none,manufacturing_graph_node/receiving:po_id:structural:system:none:none,column,structural,system,receiving,po_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
267,receiving:supplier_id:structural:system:none:none,manufacturing_graph_node/receiving:supplier_id:structural:system:none:none,column,structural,system,receiving,supplier_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
268,receiving:part_id:structural:system:none:none,manufacturing_graph_node/receiving:part_id:structural:system:none:none,column,structural,system,receiving,part_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
269,receiving:quantity_ordered:structural:system:none:none,manufacturing_graph_node/receiving:quantity_ordered:structural:system:none:none,column,structural,system,receiving,quantity_ordered,,,,,,,,,,,none,none,,REAL,1,,0,0
270,receiving:quantity_received:structural:system:none:none,manufacturing_graph_node/receiving:quantity_received:structural:system:none:none,column,structural,system,receiving,quantity_received,,,,,,,,,,,none,none,,REAL,1,,0,0
271,receiving:receipt_date:structural:system:none:none,manufacturing_graph_node/receiving:receipt_date:structural:system:none:none,column,structural,system,receiving,receipt_date,,,,,,,,,,,none,none,,DATE,1,,0,0
272,receiving:inspection_status:structural:system:none:none,manufacturing_graph_node/receiving:inspection_status:structural:system:none:none,column,structural,system,receiving,inspection_status,,,,,,,,,,,none,none,,TEXT,1,'Pending',0,0
273,receiving:cert_required:structural:system:none:none,manufacturing_graph_node/receiving:cert_required:structural:system:none:none,column,structural,system,receiving,cert_required,,,,,,,,,,,none,none,,INTEGER,0,0,0,0
